52, 132, ROW
253, 90, COL
428, 216, ROW
138, 92, COL
146, 261, ROW
214, 425, COL
167, 245, ROW
267, 191, COL
75, 279, ROW
438, 375, COL
399, 311, ROW
134, 401, COL
46, 169, ROW
140, 40, COL
35, 275, ROW
313, 360, COL
154, 273, ROW
317, 95, COL
359, 382, ROW
160, 322, COL
365, 357, ROW
276, 239, COL
410, 21, ROW
404, 176, COL
322, 357, ROW
453, 503, COL
374, 167, ROW
23, 368, COL
350, 255, ROW
487, 119, COL
356, 82, ROW
459, 212, COL
328, 395, ROW
60, 415, COL
334, 75, ROW
108, 393, COL
39, 319, ROW
16, 256, COL
139, 134, ROW
120, 96, COL
158, 361, ROW
225, 4, COL
206, 397, ROW
60, 287, COL
77, 175, ROW
177, 453, COL
59, 248, ROW
90, 498, COL
41, 487, ROW
442, 418, COL
16, 282, ROW
466, 465, COL
46, 128, ROW
376, 93, COL
285, 260, ROW
108, 235, COL
136, 508, ROW
41, 52, COL
412, 282, ROW
288, 109, COL
305, 463, ROW
281, 217, COL
383, 131, ROW
91, 272, COL
197, 11, ROW
430, 423, COL
100, 41, ROW
339, 109, COL
322, 131, ROW
322, 211, COL
3, 54, ROW
206, 8, COL
35, 237, ROW
112, 12, COL
61, 452, ROW
293, 262, COL
98, 287, ROW
432, 69, COL
129, 68, ROW
272, 448, COL
337, 164, ROW
345, 331, COL
477, 3, ROW
81, 472, COL
249, 8, ROW
3, 423, COL
151, 156, ROW
241, 509, COL
167, 335, ROW
442, 178, COL
200, 294, ROW
95, 209, COL
136, 70, ROW
507, 218, COL
380, 87, ROW
333, 225, COL
115, 4, ROW
285, 110, COL
449, 95, ROW
400, 378, COL
84, 511, ROW
390, 447, COL
434, 107, ROW
282, 369, COL
115, 457, ROW
83, 349, COL
485, 148, ROW
116, 215, COL
149, 401, ROW
510, 384, COL
261, 430, ROW
319, 225, COL
451, 145, ROW
458, 355, COL
146, 283, ROW
225, 314, COL
36, 308, ROW
111, 318, COL
63, 151, ROW
304, 510, COL
507, 113, ROW
324, 466, COL
250, 246, ROW
221, 22, COL
70, 362, ROW
397, 341, COL
126, 505, ROW
103, 266, COL
186, 64, ROW
147, 114, COL
303, 296, ROW
78, 248, COL
442, 31, ROW
495, 248, COL
274, 309, ROW
164, 337, COL
56, 459, ROW
248, 277, COL
414, 6, ROW
50, 231, COL
396, 212, ROW
16, 312, COL
127, 206, ROW
494, 232, COL
447, 145, ROW
260, 267, COL
511, 360, ROW
89, 106, COL
77, 122, ROW
188, 500, COL
111, 308, ROW
25, 220, COL
254, 413, ROW
328, 406, COL
332, 196, ROW
51, 298, COL
183, 155, ROW
376, 102, COL
286, 492, ROW
65, 460, COL
68, 116, ROW
382, 117, COL
371, 253, ROW
84, 90, COL
196, 143, ROW
10, 2, COL
142, 427, ROW
182, 382, COL
394, 62, ROW
277, 246, COL
87, 423, ROW
289, 76, COL
227, 247, ROW
238, 229, COL
42, 407, ROW
487, 309, COL
351, 226, ROW
449, 253, COL
174, 22, ROW
320, 341, COL
310, 369, ROW
338, 258, COL
262, 401, ROW
62, 203, COL
202, 311, ROW
159, 338, COL
343, 287, ROW
321, 402, COL
319, 411, ROW
55, 170, COL
433, 161, ROW
123, 184, COL
76, 238, ROW
32, 455, COL
68, 349, ROW
1, 221, COL
231, 499, ROW
406, 276, COL
506, 468, ROW
343, 19, COL
369, 426, ROW
354, 186, COL
174, 162, ROW
128, 232, COL
425, 207, ROW
496, 497, COL
349, 178, ROW
35, 419, COL
441, 484, ROW
326, 379, COL
127, 28, ROW
92, 368, COL
137, 255, ROW
193, 172, COL
17, 265, ROW
465, 475, COL
252, 99, ROW
364, 256, COL
383, 96, ROW
196, 246, COL
288, 85, ROW
33, 462, COL
142, 390, ROW
400, 175, COL
472, 12, ROW
169, 120, COL
49, 430, ROW
280, 398, COL
309, 207, ROW
503, 327, COL
425, 252, ROW
338, 463, COL
94, 426, ROW
337, 239, COL
211, 132, ROW
24, 209, COL
92, 280, ROW
405, 122, COL
443, 427, ROW
320, 306, COL
211, 475, ROW
71, 136, COL
135, 269, ROW
169, 494, COL
372, 339, ROW
246, 64, COL
155, 227, ROW
310, 68, COL
33, 288, ROW
378, 43, COL
437, 283, ROW
139, 331, COL
202, 34, ROW
207, 461, COL
102, 203, ROW
243, 395, COL
352, 213, ROW
378, 444, COL
238, 65, ROW
440, 499, COL
321, 60, ROW
132, 401, COL
119, 123, ROW
377, 15, COL
105, 161, ROW
370, 322, COL
273, 272, ROW
140, 56, COL
189, 351, ROW
449, 432, COL
467, 495, ROW
288, 182, COL
298, 502, ROW
2, 407, COL
372, 342, ROW
402, 108, COL
161, 358, ROW
295, 1, COL
402, 148, ROW
192, 336, COL
50, 333, ROW
377, 5, COL
202, 229, ROW
178, 55, COL
324, 431, ROW
330, 237, COL
348, 159, ROW
168, 408, COL
345, 7, ROW
15, 93, COL
111, 473, ROW
72, 224, COL
110, 32, ROW
130, 188, COL
362, 63, ROW
245, 45, COL
367, 189, ROW
209, 197, COL
177, 459, ROW
359, 79, COL
264, 461, ROW
135, 471, COL
90, 461, ROW
65, 396, COL
85, 461, ROW
205, 221, COL
267, 374, ROW
457, 11, COL
237, 437, ROW
233, 419, COL
462, 137, ROW
508, 334, COL
269, 139, ROW
353, 24, COL
314, 133, ROW
110, 31, COL
263, 410, ROW
216, 36, COL
30, 394, ROW
360, 373, COL
428, 211, ROW
383, 435, COL
320, 470, ROW
257, 410, COL
76, 153, ROW
386, 489, COL
85, 154, ROW
358, 286, COL
356, 334, ROW
56, 355, COL
444, 245, ROW
143, 416, COL
102, 228, ROW
394, 264, COL
505, 334, ROW
398, 285, COL
91, 228, ROW
59, 196, COL
406, 113, ROW
272, 317, COL
395, 81, ROW
510, 246, COL
484, 196, ROW
272, 388, COL
391, 417, ROW
184, 98, COL
125, 8, ROW
317, 190, COL
433, 472, ROW
152, 162, COL
36, 388, ROW
152, 460, COL
11, 364, ROW
193, 402, COL
447, 490, ROW
348, 487, COL
96, 389, ROW
181, 364, COL
399, 481, ROW
255, 294, COL
309, 432, ROW
167, 162, COL
394, 360, ROW
315, 204, COL
186, 220, ROW
390, 335, COL
426, 286, ROW
11, 46, COL
137, 280, ROW
278, 410, COL
167, 207, ROW
163, 195, COL
331, 412, ROW
446, 456, COL
243, 362, ROW
440, 261, COL
490, 459, ROW
445, 406, COL
81, 44, ROW
464, 448, COL
205, 325, ROW
448, 203, COL
467, 383, ROW
498, 399, COL
377, 456, ROW
239, 11, COL
115, 369, ROW
171, 382, COL
260, 145, ROW
240, 448, COL
136, 434, ROW
292, 182, COL
290, 53, ROW
357, 337, COL
481, 424, ROW
477, 335, COL
289, 205, ROW
347, 449, COL
163, 21, ROW
386, 315, COL
2, 3, ROW
449, 144, COL
68, 178, ROW
440, 479, COL
27, 254, ROW
465, 153, COL
485, 184, ROW
192, 402, COL
226, 164, ROW
209, 223, COL
28, 410, ROW
470, 341, COL
9, 267, ROW
296, 60, COL
486, 234, ROW
88, 52, COL
245, 483, ROW
206, 458, COL
357, 158, ROW
270, 179, COL
362, 168, ROW
275, 51, COL
176, 2, ROW
32, 246, COL
315, 64, ROW
431, 141, COL
504, 90, ROW
297, 288, COL
478, 380, ROW
419, 178, COL
429, 191, ROW
133, 162, COL
160, 122, ROW
61, 355, COL
145, 416, ROW
462, 70, COL
469, 395, ROW
357, 122, COL
309, 133, ROW
175, 293, COL
255, 511, ROW
363, 509, COL
417, 85, ROW
176, 285, COL
135, 281, ROW
65, 174, COL
350, 248, ROW
212, 248, COL
48, 387, ROW
356, 183, COL
134, 102, ROW
416, 40, COL
510, 122, ROW
343, 440, COL
370, 344, ROW
69, 151, COL
19, 318, ROW
196, 275, COL
258, 437, ROW
245, 130, COL
424, 511, ROW
272, 82, COL
266, 308, ROW
449, 81, COL
424, 393, ROW
482, 447, COL
259, 359, ROW
355, 61, COL
505, 307, ROW
385, 41, COL
325, 396, ROW
26, 59, COL
181, 451, ROW
167, 496, COL
267, 447, ROW
129, 82, COL
103, 283, ROW
280, 355, COL
470, 310, ROW
238, 2, COL
342, 360, ROW
145, 388, COL
229, 490, ROW
492, 410, COL
100, 399, ROW
165, 13, COL
309, 278, ROW
423, 359, COL
40, 193, ROW
82, 319, COL
419, 337, ROW
16, 98, COL
232, 219, ROW
252, 430, COL
174, 373, ROW
180, 127, COL
385, 479, ROW
27, 28, COL
294, 439, ROW
164, 365, COL
343, 501, ROW
269, 2, COL
507, 6, ROW
163, 241, COL
72, 179, ROW
47, 57, COL
136, 191, ROW
221, 63, COL
350, 342, ROW
487, 106, COL
404, 45, ROW
228, 360, COL
310, 357, ROW
218, 258, COL
451, 360, ROW
441, 472, COL
156, 480, ROW
224, 352, COL
111, 408, ROW
419, 341, COL
451, 25, ROW
348, 220, COL
421, 151, ROW
220, 480, COL
362, 235, ROW
340, 134, COL
47, 395, ROW
493, 140, COL
348, 381, ROW
361, 397, COL
226, 421, ROW
305, 362, COL
422, 367, ROW
245, 162, COL
133, 178, ROW
141, 425, COL
284, 285, ROW
161, 19, COL
121, 386, ROW
96, 300, COL
252, 407, ROW
117, 162, COL
4, 319, ROW
51, 122, COL
197, 339, ROW
40, 124, COL
499, 489, ROW
459, 182, COL
209, 20, ROW
53, 149, COL
326, 125, ROW
239, 367, COL
116, 144, ROW
106, 352, COL
322, 353, ROW
87, 150, COL
211, 74, ROW
344, 170, COL
230, 209, ROW
473, 273, COL
32, 120, ROW
217, 74, COL
148, 243, ROW
453, 15, COL
204, 21, ROW
93, 433, COL
23, 121, ROW
241, 185, COL
148, 277, ROW
496, 176, COL
150, 344, ROW
171, 141, COL
479, 433, ROW
378, 354, COL
330, 462, ROW
455, 34, COL
420, 177, ROW
108, 79, COL
490, 329, ROW
100, 51, COL
3, 313, ROW
157, 46, COL
456, 278, ROW
211, 305, COL
252, 87, ROW
118, 107, COL
130, 261, ROW
344, 266, COL
390, 92, ROW
487, 261, COL
113, 272, ROW
160, 417, COL
57, 307, ROW
89, 56, COL
394, 306, ROW
213, 173, COL
368, 184, ROW
164, 141, COL
105, 422, ROW
33, 322, COL
20, 252, ROW
459, 378, COL
73, 164, ROW
431, 163, COL
5, 44, ROW
338, 206, COL
255, 159, ROW
114, 271, COL
444, 256, ROW
206, 247, COL
401, 349, ROW
274, 83, COL
314, 131, ROW
446, 50, COL
253, 195, ROW
498, 474, COL
308, 168, ROW
477, 267, COL
182, 390, ROW
190, 335, COL
172, 176, ROW
430, 24, COL
330, 378, ROW
453, 201, COL
39, 459, ROW
439, 57, COL
365, 240, ROW
166, 453, COL
511, 202, ROW
505, 231, COL
55, 412, ROW
175, 268, COL
134, 223, ROW
279, 332, COL
205, 290, ROW
149, 323, COL
452, 451, ROW
391, 356, COL
317, 143, ROW
353, 202, COL
162, 458, ROW
338, 390, COL
319, 72, ROW
24, 237, COL
421, 376, ROW
380, 262, COL
216, 174, ROW
262, 44, COL
163, 20, ROW
175, 86, COL
129, 396, ROW
79, 25, COL
350, 313, ROW
258, 317, COL
187, 155, ROW
362, 111, COL
427, 177, ROW
8, 61, COL
35, 494, ROW
452, 232, COL
334, 433, ROW
325, 94, COL
209, 154, ROW
431, 121, COL
475, 511, ROW
480, 138, COL
358, 373, ROW
249, 90, COL
453, 169, ROW
189, 439, COL
210, 95, ROW
189, 51, COL
236, 282, ROW
397, 451, COL
136, 443, ROW
439, 345, COL
389, 358, ROW
340, 506, COL
5, 360, ROW
207, 364, COL
211, 108, ROW
69, 83, COL
318, 27, ROW
201, 404, COL
366, 473, ROW
340, 373, COL
384, 489, ROW
245, 357, COL
88, 413, ROW
252, 502, COL
197, 146, ROW
269, 215, COL
310, 298, ROW
